Latest: Time (min),Latest: Potential (mV)
1.95,2.129474715
1.958333333,2.034292835
1.966666667,2.083908925
1.975,2.016066515
1.983333333,1.959362415
1.991666667,1.916834335
2,1.879369125
2.008333333,1.844941635
2.016666667,1.817095875
2.025,1.771023795
2.033333333,1.614581225
2.041666667,1.665209885
2.05,1.632301255
2.058333333,1.621162955
2.066666667,1.724951705
2.075,1.607999495
2.083333333,1.684955065
2.091666667,1.704700245
2.1,1.691536795
2.108333333,1.679385915
2.116666667,1.683942495
2.125,1.671791615
2.133333333,1.537625655
2.141666667,1.513830185
2.15,1.468770675
2.158333333,1.418142015
2.166666667,1.401434555
2.175,1.456282275
2.183333333,1.663353505
2.191666667,1.946874015
2.2,2.450629195
2.208333333,2.863252795
2.216666667,3.411054915
2.225,4.026699455
2.233333333,4.607410205
2.241666667,5.268114246
2.25,5.904010242
2.258333333,6.473076404
2.266666667,6.928228077
2.275,7.282122425
2.283333333,7.494256519
2.291666667,7.567668079
2.3,7.517039417
2.308333333,7.230481189
2.316666667,7.083658069
2.325,6.647239002
2.333333333,6.40472771
2.341666667,5.970333789
2.35,5.537965015
2.358333333,5.085851062
2.366666667,4.645887989
2.375,4.228201525
2.383333333,3.785200735
2.391666667,3.455608145
2.4,3.132090995
2.408333333,2.833381885
2.416666667,2.581251145
2.425,2.281023185
2.433333333,2.174196705
2.441666667,2.056231925
2.45,1.942823715
2.458333333,1.822327505
2.466666667,1.751953665
2.475,1.686642685
2.483333333,1.640570605
2.491666667,1.596523665
2.5,1.526656115
2.508333333,1.509442375
2.516666667,1.495772635
2.525,1.487165755
2.533333333,1.517036675
2.541666667,1.502354355
2.55,1.498304065
2.558333333,1.495772635
2.566666667,1.499316635
2.575,1.460838855
2.583333333,1.499316635
2.591666667,1.503873215
2.6,1.505898365
2.608333333,1.480584035
2.616666667,1.486153185
2.625,1.438562245
2.633333333,1.419829635
2.641666667,1.402615895
2.65,1.377807845
2.658333333,1.362619255
2.666666667,1.374095085
2.675,1.390802535
2.683333333,1.400421985
2.691666667,1.392490165
2.7,1.441431205
2.708333333,1.447000355
2.716666667,1.370213555
2.725,1.357387625
2.733333333,1.375782705
2.741666667,1.378314135
2.75,1.386921005
2.758333333,1.395527885
2.766666667,1.486490715
2.775,1.429280325
2.783333333,1.421686025
2.791666667,1.415104295
2.8,1.405991135
2.808333333,1.386245955
2.816666667,1.384220815
2.825,1.382195665
2.833333333,1.436537095
2.841666667,1.374095085
2.85,1.432993095
2.858333333,1.423373645
2.866666667,1.426411365
2.875,1.411222765
2.883333333,1.424386215
2.891666667,1.462864005
2.9,1.405991135
2.908333333,1.371057365
2.916666667,1.404978565
2.925,1.381689375
2.933333333,1.376626515
2.941666667,1.379664235
2.95,1.373082505
2.958333333,1.399071885
2.966666667,1.391477585
2.975,1.385908435
2.983333333,1.383377005
2.991666667,1.410547715
3,1.410547715
